,country,year,sex,age,suicides_no,population,rate_per_100k
21534,Kazakhstan,2005,male,15-24,635.0,1507234.0,42.13015364568474
21343,Kazakhstan,1989,male,25-34,614.0,1457500.0,42.126929674099486
22673,Latvia,1987,female,75+,42.0,99700.0,42.126379137412236
41374,Ukraine,2014,male,55-74,1558.0,3702856.0,42.075630270256255
21558,Kazakhstan,2007,male,15-24,648.0,1542361.0,42.0135104557234
22697,Latvia,1989,female,75+,43.0,102600.0,41.91033138401559
41311,Ukraine,2008,male,25-34,1452.0,3466915.0,41.88161521121804
31568,Republic of Korea,2004,male,35-54,3227.0,7713408.0,41.83624151607176
31522,Republic of Korea,2000,male,55-74,1133.0,2714103.0,41.744915355091536
13519,Estonia,1987,male,25-34,50.0,119900.0,41.70141784820684
13470,Estonia,1982,male,15-24,46.0,110400.0,41.666666666666664
33368,Russian Federation,2014,male,35-54,8105.0,19484117.0,41.5979846559123
23322,Lithuania,2007,male,15-24,101.0,243589.0,41.46328446686837
33346,Russian Federation,2012,male,55-74,4804.0,11597408.0,41.42304901233103
21355,Kazakhstan,1990,male,25-34,602.0,1455200.0,41.36888400219901
37158,Sri Lanka,1998,male,15-24,740.0,1792565.0,41.28162716554211
22699,Latvia,1989,male,25-34,84.0,204200.0,41.13614103819785
13602,Estonia,1994,male,15-24,42.0,102104.0,41.134529499334015
18280,Hungary,1986,female,55-74,472.0,1147700.0,41.12572972031018
31439,Republic of Korea,1993,male,75+,91.0,221700.0,41.046459179070816
13553,Estonia,1990,female,75+,24.0,58581.0,40.96891483586828
23358,Lithuania,2010,male,15-24,93.0,227810.0,40.8234932619288
13531,Estonia,1988,male,25-34,49.0,120200.0,40.765391014975044
41035,Ukraine,1985,male,25-34,1573.0,3859900.0,40.75235109717869
41083,Ukraine,1989,male,25-34,1578.0,3878600.0,40.684783169184755
41372,Ukraine,2014,male,35-54,2363.0,5814873.0,40.637172987269025
22951,Latvia,2010,male,25-34,59.0,145331.0,40.5969820616386
41335,Ukraine,2010,male,25-34,1457.0,3589324.0,40.59260183811771
18268,Hungary,1985,female,55-74,466.0,1148000.0,40.59233449477352
13759,Estonia,2007,male,25-34,39.0,96140.0,40.56584148117329
18304,Hungary,1988,female,55-74,462.0,1142600.0,40.4340976719762
18451,Hungary,2000,male,25-34,302.0,747288.0,40.41279934911306
21655,Kazakhstan,2015,male,25-34,603.0,1492576.0,40.399952833222564
13748,Estonia,2006,male,35-54,73.0,180705.0,40.39733266926759
22678,Latvia,1987,male,55-74,72.0,178300.0,40.38137969713966
23012,Latvia,2015,male,35-54,106.0,262740.0,40.34406637740732
33380,Russian Federation,2015,male,35-54,7898.0,19598084.0,40.299857884066626
31496,Republic of Korea,1998,male,35-54,2644.0,6568200.0,40.25455984896927
33379,Russian Federation,2015,male,25-34,4994.0,12407057.0,40.25128602214046
23298,Lithuania,2005,male,15-24,100.0,249053.0,40.152096140179
13661,Estonia,1999,female,75+,22.0,54852.0,40.10792678480274
41347,Ukraine,2011,male,25-34,1457.0,3638908.0,40.039484372784365
13846,Estonia,2014,male,55-74,50.0,124940.0,40.0192092204258
13577,Estonia,1992,female,75+,22.0,54990.0,40.00727404982724
13774,Estonia,2008,male,55-74,47.0,117750.0,39.91507430997877
31529,Republic of Korea,2001,female,75+,306.0,766768.0,39.90776871230933
31556,Republic of Korea,2003,male,35-54,3005.0,7532153.0,39.895631434996076
18439,Hungary,1999,male,25-34,285.0,714686.0,39.87765256350341
22903,Latvia,2006,male,25-34,61.0,153004.0,39.8682387388565
22661,Latvia,1986,female,75+,39.0,97900.0,39.836567926455565
13843,Estonia,2014,male,25-34,39.0,97957.0,39.81338750676317
23310,Lithuania,2006,male,15-24,97.0,244528.0,39.66825884970228
21582,Kazakhstan,2009,male,15-24,608.0,1533027.0,39.66009731074534
18427,Hungary,1998,male,25-34,275.0,693639.0,39.645982996919145
13772,Estonia,2008,male,35-54,71.0,179930.0,39.45978991830157
32982,Russian Federation,1982,male,15-24,4650.0,11820500.0,39.338437460344316
33358,Russian Federation,2013,male,55-74,4644.0,11808589.0,39.327306590143834
31580,Republic of Korea,2005,male,35-54,3109.0,7909318.0,39.30806676378418
36150,Slovenia,1998,male,15-24,59.0,150100.0,39.30712858094604
41359,Ukraine,2012,male,25-34,1450.0,3692383.0,39.27003238829774
22963,Latvia,2011,male,25-34,56.0,142828.0,39.20799843168006
32958,Russian Federation,1980,male,15-24,4907.0,12517600.0,39.20080526618521
13675,Estonia,2000,male,25-34,38.0,97425.0,39.004362329997434
22782,Latvia,1996,male,15-24,66.0,169500.0,38.93805309734513
21390,Kazakhstan,1993,male,15-24,574.0,1474700.0,38.92317081440293
36272,Slovenia,2008,male,35-54,124.0,319105.0,38.8586828786763
36332,Slovenia,2013,male,35-54,122.0,314098.0,38.841380715572846
41095,Ukraine,1990,male,25-34,1490.0,3837800.0,38.82432643702121
22794,Latvia,1997,male,15-24,65.0,168500.0,38.57566765578635
41107,Ukraine,1991,male,25-34,1465.0,3801300.0,38.539447031278776
13711,Estonia,2003,male,25-34,38.0,98640.0,38.52392538523925
22879,Latvia,2004,male,25-34,60.0,155780.0,38.51585569392733
31616,Republic of Korea,2008,male,35-54,3265.0,8479364.0,38.505246384044845
13565,Estonia,1991,female,75+,22.0,57174.0,38.479028929233564
22769,Latvia,1995,female,75+,34.0,88400.0,38.46153846153846
36296,Slovenia,2010,male,35-54,121.0,315209.0,38.387228791056096
22758,Latvia,1994,male,15-24,67.0,174800.0,38.329519450800916
33053,Russian Federation,1988,female,75+,1765.0,4606200.0,38.31791932612566
36260,Slovenia,2007,male,35-54,121.0,315897.0,38.30362428259844
36235,Slovenia,2005,male,25-34,59.0,154354.0,38.22382315974967
21658,Kazakhstan,2015,male,55-74,363.0,951365.0,38.15570259574401
36028,Slovenia,1988,female,55-74,73.0,191400.0,38.14002089864159
33370,Russian Federation,2014,male,55-74,4501.0,11808589.0,38.11632363527937
22915,Latvia,2007,male,25-34,58.0,152449.0,38.045510301805855
22675,Latvia,1987,male,25-34,76.0,200200.0,37.96203796203797
37052,Sri Lanka,1980,male,35-54,528.0,1391000.0,37.95830337886412
37064,Sri Lanka,1981,male,35-54,537.0,1416000.0,37.92372881355932
18403,Hungary,1996,male,25-34,253.0,668423.0,37.85028342830812
22770,Latvia,1995,male,15-24,65.0,171900.0,37.81268179173938
21307,Kazakhstan,1986,male,25-34,515.0,1365700.0,37.709599472797834
21646,Kazakhstan,2014,male,55-74,343.0,911127.0,37.64568495939644
41384,Ukraine,2015,male,35-54,2181.0,5795334.0,37.633723957928915
18415,Hungary,1997,male,25-34,255.0,679841.0,37.50877043308656
36019,Slovenia,1987,male,25-34,62.0,165600.0,37.43961352657005
18461,Hungary,2001,female,75+,157.0,419870.0,37.39252625812752
33318,Russian Federation,2010,male,15-24,3934.0,10546669.0,37.300876703345864
13626,Estonia,1996,male,15-24,37.0,99540.0,37.17098653807515
37231,Sri Lanka,2006,male,25-34,573.0,1541529.0,37.17088682729939
32970,Russian Federation,1981,male,15-24,4521.0,12181200.0,37.114569993104126
22589,Latvia,1980,female,75+,33.0,89300.0,36.954087346024636
22987,Latvia,2013,male,25-34,53.0,143497.0,36.93457006069813
18391,Hungary,1995,male,25-34,244.0,661031.0,36.912035895442116
36016,Slovenia,1987,female,55-74,70.0,189700.0,36.90036900369004
31355,Republic of Korea,1986,male,75+,59.0,160500.0,36.7601246105919
41371,Ukraine,2014,male,25-34,1302.0,3543016.0,36.74835225130228
13469,Estonia,1982,female,75+,19.0,51800.0,36.67953667953668
36175,Slovenia,2000,male,25-34,53.0,144619.0,36.64801996971352
13760,Estonia,2007,male,35-54,66.0,180160.0,36.63410301953819
36053,Slovenia,1990,female,75+,23.0,62900.0,36.56597774244833
33041,Russian Federation,1987,female,75+,1634.0,4476700.0,36.500100520472664
36115,Slovenia,1995,male,25-34,54.0,148100.0,36.46185010128291
13638,Estonia,1997,male,15-24,36.0,98971.0,36.37429145911429
36090,Slovenia,1993,male,15-24,54.0,148700.0,36.3147276395427
13650,Estonia,1998,male,15-24,36.0,99239.0,36.27606082286198
36344,Slovenia,2014,male,35-54,114.0,314707.0,36.22417041883403
13820,Estonia,2012,male,35-54,65.0,179456.0,36.22057774607703
13529,Estonia,1988,female,75+,21.0,58000.0,36.20689655172414
21331,Kazakhstan,1988,male,25-34,521.0,1439200.0,36.200667037242916
18485,Hungary,2003,female,75+,159.0,440470.0,36.09780461779463
21341,Kazakhstan,1989,female,75+,101.0,280100.0,36.05855051767226
21402,Kazakhstan,1994,male,15-24,520.0,1442200.0,36.0560255165719
37140,Sri Lanka,1997,female,15-24,623.0,1738059.0,35.84458295144181
18316,Hungary,1989,female,55-74,408.0,1139600.0,35.802035802035796
31651,Republic of Korea,2011,male,25-34,1384.0,3868804.0,35.77332943204153
36308,Slovenia,2011,male,35-54,112.0,314052.0,35.66288385362934
31486,Republic of Korea,1997,male,55-74,868.0,2438200.0,35.600032811090145
41059,Ukraine,1987,male,25-34,1383.0,3890300.0,35.5499575868185
41071,Ukraine,1988,male,25-34,1383.0,3895600.0,35.501591539172395
33330,Russian Federation,2011,male,15-24,3569.0,10070836.0,35.438964550708604
13578,Estonia,1992,male,15-24,38.0,107308.0,35.412084839900096
31592,Republic of Korea,2006,male,35-54,2878.0,8129944.0,35.39999783516344
33065,Russian Federation,1989,female,75+,1677.0,4738100.0,35.393934277452985
13613,Estonia,1995,female,75+,18.0,50860.0,35.391270153362164
33382,Russian Federation,2015,male,55-74,4443.0,12564884.0,35.36045378532742
22746,Latvia,1993,male,15-24,63.0,178200.0,35.35353535353536
33029,Russian Federation,1986,female,75+,1526.0,4322000.0,35.307727903748265
22709,Latvia,1990,female,75+,36.0,102200.0,35.22504892367906
23189,Lithuania,1996,female,75+,39.0,110913.0,35.162695085337155
22734,Latvia,1992,male,15-24,64.0,182300.0,35.106966538672516
18218,Hungary,1981,female,35-54,490.0,1399900.0,35.002500178584185
22975,Latvia,2012,male,25-34,50.0,142886.0,34.99293142785157
13686,Estonia,2001,male,15-24,36.0,102895.0,34.987122795082364
23418,Lithuania,2015,male,15-24,66.0,188903.0,34.9385663541606
31604,Republic of Korea,2007,male,35-54,2902.0,8320051.0,34.87959388710478
21319,Kazakhstan,1987,male,25-34,490.0,1405400.0,34.86551871353351
33137,Russian Federation,1995,female,75+,1546.0,4436700.0,34.84571866477337
18620,Hungary,2014,male,35-54,495.0,1422078.0,34.80821727078261
23034,Lithuania,1982,male,15-24,103.0,296000.0,34.7972972972973
13858,Estonia,2015,male,55-74,44.0,126556.0,34.7672176743892
21317,Kazakhstan,1987,female,75+,93.0,267900.0,34.714445688689814
13601,Estonia,1994,female,75+,18.0,51891.0,34.688096201653465
18473,Hungary,2002,female,75+,149.0,430724.0,34.59291797067263
33342,Russian Federation,2012,male,15-24,3275.0,9484213.0,34.53106757513776
31474,Republic of Korea,1996,male,55-74,796.0,2313200.0,34.411205256787134
22733,Latvia,1992,female,75+,33.0,95900.0,34.41084462982273
36042,Slovenia,1989,male,15-24,51.0,148700.0,34.29724277067922
22721,Latvia,1991,female,75+,34.0,99500.0,34.17085427135678
22806,Latvia,1998,male,15-24,58.0,169800.0,34.157832744405184
23213,Lithuania,1998,female,75+,40.0,117165.0,34.13988819186617
13796,Estonia,2010,male,35-54,61.0,179395.0,34.00317734607988
23022,Lithuania,1981,male,15-24,100.0,294200.0,33.990482664853836
23370,Lithuania,2011,male,15-24,74.0,217769.0,33.980961477528936
21594,Kazakhstan,2010,male,15-24,528.0,1555580.0,33.94232376348372
21293,Kazakhstan,1985,female,75+,86.0,253800.0,33.8849487785658
37182,Sri Lanka,2000,male,15-24,615.0,1815183.0,33.88088143178952
36151,Slovenia,1998,male,25-34,49.0,144900.0,33.81642512077295
23177,Lithuania,1995,female,75+,37.0,109609.0,33.75635212436935
36114,Slovenia,1995,male,15-24,51.0,151300.0,33.70786516853933
33102,Russian Federation,1992,male,15-24,3447.0,10235100.0,33.67822493185216
36356,Slovenia,2015,male,35-54,106.0,315248.0,33.62432116936507
31493,Republic of Korea,1998,female,75+,230.0,684600.0,33.59626059012562
37105,Sri Lanka,1985,female,25-34,426.0,1268000.0,33.59621451104101
22793,Latvia,1997,female,75+,30.0,89500.0,33.5195530726257
23011,Latvia,2015,male,25-34,48.0,143639.0,33.417108167002
18340,Hungary,1991,female,55-74,382.0,1146759.0,33.31127115636328
18242,Hungary,1983,female,35-54,465.0,1399700.0,33.22140458669715
22601,Latvia,1981,female,75+,30.0,90400.0,33.1858407079646
33077,Russian Federation,1990,female,75+,1608.0,4847400.0,33.17242232949623
31544,Republic of Korea,2002,male,35-54,2444.0,7370094.0,33.16104245074757
13458,Estonia,1981,male,15-24,37.0,111600.0,33.15412186379928
33018,Russian Federation,1985,male,15-24,3533.0,10668200.0,33.11711441480287
18463,Hungary,2001,male,25-34,254.0,767594.0,33.09040977391694
18194,Hungary,1979,female,35-54,470.0,1420700.0,33.08228338143169
31639,Republic of Korea,2010,male,25-34,1301.0,3936496.0,33.04969698940377
13493,Estonia,1985,female,75+,18.0,54500.0,33.027522935779814
13698,Estonia,2002,male,15-24,34.0,102950.0,33.02574065080136
18632,Hungary,2015,male,35-54,472.0,1432703.0,32.944720573629006
18352,Hungary,1992,female,55-74,384.0,1167015.0,32.90446138224444
13735,Estonia,2005,male,25-34,32.0,97650.0,32.77009728622632
33161,Russian Federation,1997,female,75+,1424.0,4360900.0,32.653809993349995
21329,Kazakhstan,1988,female,75+,89.0,272700.0,32.63659699303264
33185,Russian Federation,1999,female,75+,1490.0,4569600.0,32.60679271708683
41047,Ukraine,1986,male,25-34,1266.0,3883300.0,32.601138207194914
33149,Russian Federation,1996,female,75+,1418.0,4369100.0,32.455196722437115
13808,Estonia,2011,male,35-54,58.0,178933.0,32.41436738891093
18497,Hungary,2004,female,75+,146.0,450461.0,32.41124092873745
21606,Kazakhstan,2011,male,15-24,493.0,1526023.0,32.30619721983221
18328,Hungary,1990,female,55-74,365.0,1130054.0,32.29934144739986
31517,Republic of Korea,2000,female,75+,238.0,737452.0,32.27328693935334
33173,Russian Federation,1998,female,75+,1431.0,4434700.0,32.26824813403387
22649,Latvia,1985,female,75+,31.0,96100.0,32.25806451612903
13530,Estonia,1988,male,15-24,36.0,111700.0,32.22918531781558
13542,Estonia,1989,male,15-24,36.0,111833.0,32.19085600851269
21413,Kazakhstan,1995,female,75+,86.0,267600.0,32.13751868460388
33125,Russian Federation,1994,female,75+,1454.0,4526500.0,32.12194852535071
13844,Estonia,2014,male,35-54,57.0,177676.0,32.080866295954436
13589,Estonia,1993,female,75+,17.0,53145.0,31.987957474833006
23093,Lithuania,1988,female,75+,38.0,118800.0,31.98653198653199
21305,Kazakhstan,1986,female,75+,83.0,260300.0,31.886285055704953
31663,Republic of Korea,2012,male,25-34,1210.0,3795994.0,31.875708971088994
22829,Latvia,2000,female,75+,31.0,97263.0,31.872346113115984
33113,Russian Federation,1993,female,75+,1468.0,4615000.0,31.80931744312026
13590,Estonia,1993,male,15-24,33.0,103920.0,31.75519630484989
33017,Russian Federation,1985,female,75+,1325.0,4187300.0,31.643302366680203
31391,Republic of Korea,1989,male,75+,59.0,186600.0,31.618435155412644
21401,Kazakhstan,1994,female,75+,91.0,288000.0,31.597222222222225
41383,Ukraine,2015,male,25-34,1114.0,3527229.0,31.582865756660542
13517,Estonia,1987,female,75+,18.0,57000.0,31.578947368421055
18206,Hungary,1980,female,35-54,445.0,1411900.0,31.517812876266024
18210,Hungary,1980,male,15-24,231.0,733900.0,31.47567788527047
18222,Hungary,1981,male,15-24,222.0,706300.0,31.43140308650715
18278,Hungary,1986,female,35-54,446.0,1419000.0,31.430584918957013
21630,Kazakhstan,2013,male,15-24,449.0,1429864.0,31.401587843319362
31627,Republic of Korea,2009,male,25-34,1260.0,4022361.0,31.32488605572697
32957,Russian Federation,1980,female,75+,1103.0,3522000.0,31.317433276547415
22999,Latvia,2014,male,25-34,45.0,143777.0,31.29846915709745
33089,Russian Federation,1991,female,75+,1510.0,4831000.0,31.256468640033116
32981,Russian Federation,1982,female,75+,1187.0,3798300.0,31.25082273648738
22602,Latvia,1981,male,15-24,61.0,195200.0,31.25
13783,Estonia,2009,male,25-34,30.0,96260.0,31.165593185123623
33354,Russian Federation,2013,male,15-24,2770.0,8908926.0,31.09241226159023
23249,Lithuania,2001,female,75+,40.0,128791.0,31.05807082793052
21378,Kazakhstan,1992,male,15-24,453.0,1459100.0,31.04653553560414
13819,Estonia,2012,male,25-34,30.0,96938.0,30.94761600198065
32969,Russian Federation,1981,female,75+,1131.0,3656000.0,30.935448577680525
31687,Republic of Korea,2014,male,25-34,1133.0,3662939.0,30.931446032816815
21365,Kazakhstan,1991,female,75+,91.0,294600.0,30.889341479972842
31508,Republic of Korea,1999,male,35-54,2087.0,6758500.0,30.8796330546719
22626,Latvia,1983,male,15-24,59.0,191500.0,30.80939947780679
23081,Lithuania,1987,female,75+,36.0,116900.0,30.795551753635586
33101,Russian Federation,1992,female,75+,1458.0,4741300.0,30.751059835909984
18302,Hungary,1988,female,35-54,443.0,1441300.0,30.736140983834037
22612,Latvia,1982,female,55-74,85.0,277200.0,30.663780663780667
36199,Slovenia,2002,male,25-34,46.0,150164.0,30.633174395993713
18198,Hungary,1979,male,15-24,236.0,770900.0,30.613568556232977
22830,Latvia,2000,male,15-24,53.0,173170.0,30.605763122942772
22817,Latvia,1999,female,75+,29.0,94900.0,30.558482613277135
18230,Hungary,1982,female,35-54,426.0,1396200.0,30.511388053287494
23382,Lithuania,2012,male,15-24,64.0,209964.0,30.48141586176678
23225,Lithuania,1999,female,75+,37.0,121573.0,30.434389214710503
36211,Slovenia,2003,male,25-34,46.0,151181.0,30.427103935018287
36185,Slovenia,2001,female,75+,23.0,75594.0,30.425695160991616
37164,Sri Lanka,1999,female,15-24,536.0,1767426.0,30.326587930696956
36018,Slovenia,1987,male,15-24,45.0,148400.0,30.32345013477089
22854,Latvia,2002,male,15-24,53.0,175356.0,30.224229567280275
18254,Hungary,1984,female,35-54,424.0,1404600.0,30.186529972946037
22745,Latvia,1993,female,75+,28.0,92800.0,30.17241379310345
31675,Republic of Korea,2013,male,25-34,1126.0,3731895.0,30.172338717997157
36089,Slovenia,1993,female,75+,17.0,56500.0,30.08849557522124
13710,Estonia,2003,male,15-24,31.0,103335.0,29.999516136836505
37093,Sri Lanka,1984,female,25-34,374.0,1249000.0,29.943955164131303
13854,Estonia,2015,male,15-24,21.0,70165.0,29.92945200598589
22732,Latvia,1992,female,55-74,92.0,307600.0,29.90897269180754
22757,Latvia,1994,female,75+,27.0,90300.0,29.90033222591362
31505,Republic of Korea,1999,female,75+,213.0,712800.0,29.882154882154882
13722,Estonia,2004,male,15-24,31.0,103745.0,29.880958118463543
36041,Slovenia,1989,female,75+,19.0,63600.0,29.87421383647799
23142,Lithuania,1992,male,15-24,83.0,278050.0,29.850746268656717
18364,Hungary,1993,female,55-74,354.0,1187358.0,29.814091453462222
37152,Sri Lanka,1998,female,15-24,522.0,1753245.0,29.77336310669644
13612,Estonia,1995,female,55-74,53.0,178879.0,29.628967067123586
36172,Slovenia,2000,female,55-74,64.0,216222.0,29.59920822118008
13770,Estonia,2008,male,15-24,29.0,98030.0,29.582780781393453
18290,Hungary,1987,female,35-54,422.0,1428100.0,29.54975141796793
37045,Sri Lanka,1980,female,25-34,284.0,962000.0,29.521829521829524
33090,Russian Federation,1991,male,15-24,2984.0,10112700.0,29.50745102692654
36040,Slovenia,1989,female,55-74,57.0,193200.0,29.503105590062113
37081,Sri Lanka,1983,female,25-34,364.0,1235000.0,29.473684210526315
18475,Hungary,2002,male,25-34,232.0,787190.0,29.471919104663424
36017,Slovenia,1987,female,75+,18.0,61100.0,29.459901800327334
37073,Sri Lanka,1982,female,75+,30.0,102000.0,29.41176470588235
41214,Ukraine,2000,male,15-24,1097.0,3738100.0,29.34645943126187
33197,Russian Federation,2000,female,75+,1382.0,4729070.0,29.223504832874116
13832,Estonia,2013,male,35-54,52.0,178072.0,29.20167123410755
21353,Kazakhstan,1990,female,75+,85.0,291100.0,29.199587770525593
31621,Republic of Korea,2009,female,25-34,1121.0,3844207.0,29.160760593797367
13674,Estonia,2000,male,15-24,30.0,103020.0,29.120559114735002
13795,Estonia,2010,male,25-34,28.0,96230.0,29.096955211472512
36149,Slovenia,1998,female,75+,19.0,65300.0,29.096477794793262
37128,Sri Lanka,1996,female,15-24,500.0,1726757.0,28.956014077255805
22841,Latvia,2001,female,75+,29.0,100320.0,28.907496012759168
13637,Estonia,1997,female,75+,15.0,51893.0,28.90563274430077
18487,Hungary,2003,male,25-34,231.0,799322.0,28.89949231974098
